id,doi,openalex_url,title,publication_date,publication_year,volume,issue,type,source,source_orginization,source_type,citation_count,reference_count,keywords
W4280590401,https://doi.org/10.1007/s10462-022-10203-7,https://openalex.org/W4280590401,Superiority of three-way decisions from the perspective of probability,2022-05-16,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,59,"Three-Way Decisions, Sample (material), Decision Trees, Decision Analysis"
W4221010276,https://doi.org/10.1007/s10462-022-10168-7,https://openalex.org/W4221010276,Fuzzy-based missing value imputation technique for air pollution data,2022-03-20,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,63,"Intuitionistic Fuzzy Sets, Fuzzy Sets, Imputation (statistics), Air Quality Monitoring, Fine Particulate Air Pollution, Exposure Assessment"
W4280541407,https://doi.org/10.1007/s10462-022-10196-3,https://openalex.org/W4280541407,A survey on the use of association rules mining techniques in textual social media,2022-05-12,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,18,80,"Association (psychology), Web Mining"
W4281286562,https://doi.org/10.1007/s10462-022-10207-3,https://openalex.org/W4281286562,A novel perspective for Q-neutrosophic soft relations and their application in decision making,2022-05-23,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,25,"Soft set, Soft Set Theory, Intuitionistic Fuzzy Sets, Decision-making, Soft computing"
W4280491585,https://doi.org/10.1007/s10462-022-10201-9,https://openalex.org/W4280491585,On the comparative performance of recent swarm intelligence based algorithms for optimization of real-life Sterling cycle operated refrigeration/liquefaction system,2022-05-19,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,39,"Swarm intelligence, Particle Swarm Optimization, Multi-Objective Optimization, Optimization algorithm"
W4224037847,https://doi.org/10.1007/s10462-022-10186-5,https://openalex.org/W4224037847,Towards hybrid over- and under-sampling combination methods for class imbalanced datasets: an experimental study,2022-04-13,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,26,50,"Stratified sampling, Oversampling, Imbalanced Data, Ensemble Methods, Robust Learning, Meta-Learning, Multi-label Learning"
W4224013576,https://doi.org/10.1007/s10462-022-10188-3,https://openalex.org/W4224013576,"Deep Neuro-Fuzzy System application trends, challenges, and future perspectives: a systematic survey",2022-04-13,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,71,125,"Scope (computer science), Interpretability, Deep Learning"
W4281399117,https://doi.org/10.1007/s10462-022-10197-2,https://openalex.org/W4281399117,A review: development of named entity recognition (NER) technology for aeronautical information intelligence,2022-05-24,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,24,60,"Named Entity Recognition, Information sharing"
W4281912025,https://doi.org/10.1007/s10462-022-10206-4,https://openalex.org/W4281912025,Global bibliometric mapping of the frontier of knowledge in the field of artificial intelligence for the period 1990–2019,2022-06-08,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,30,44,"Frontier, Artificial Intelligences"
W4280649903,https://doi.org/10.1007/s10462-022-10195-4,https://openalex.org/W4280649903,A review of spam email detection: analysis of spammer strategies and the dataset shift problem,2022-05-11,2022,56,2,review,Artificial Intelligence Review,Springer Science+Business Media,journal,57,94,"Spam Detection, Review Spam, Botnet Detection, Phishing, Bot Detection"
W4293248357,https://doi.org/10.1007/s10462-022-10198-1,https://openalex.org/W4293248357,Unbalanced double hierarchy linguistic group decision-making method based on SWARA and S-ARAS for multiple attribute group decision-making problems,2022-05-20,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,44,"MCDM Methods, Group Decision Making, Operator (biology), Analytic Hierarchy Process, Realization (probability)"
W4281663336,https://doi.org/10.1007/s10462-022-10216-2,https://openalex.org/W4281663336,An effective control design approach based on novel enhanced aquila optimizer for automatic voltage regulator,2022-06-10,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,58,82,"Robustness (evolution), Optimization, Adaptive Control, Benchmark (surveying), PID Controller, Controller Tuning, Nonlinear Control"
W4280525177,https://doi.org/10.1007/s10462-022-10199-0,https://openalex.org/W4280525177,Hybridization of hybrid structures for time series forecasting: a review,2022-05-16,2022,56,2,review,Artificial Intelligence Review,Springer Science+Business Media,journal,55,346,"Forecast Combination, Forecasting, Forecasting Models, Load Forecasting, Demand Forecasting, Data pre-processing"
W4229012814,https://doi.org/10.1007/s10462-022-10193-6,https://openalex.org/W4229012814,People versus machines: introducing the HIRE framework,2022-05-06,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,51,"Comparability, CLARITY, Recruitment, Artificial Intelligences, HR Technology, Selection Procedures"
W3156829097,https://doi.org/10.1007/s10462-022-10205-5,https://openalex.org/W3156829097,Survey on reinforcement learning for language processing,2022-06-03,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,83,151,"Reinforcement Learning, Relevance (law), Natural Language Generation, Semantic Processing, Neural Machine Translation, Language Modeling, Natural language understanding"
W4280582114,https://doi.org/10.1007/s10462-022-10187-4,https://openalex.org/W4280582114,Improved three phase H-7 transformerless inverter with DPWM to reduce leakage current using CNN based deep learning technique,2022-05-20,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,42,"Multilevel Converters, PWM Strategies, Voltage Source Inverters, Three-phase, Renewable Energy Integration, PV System, Grid-tie inverter"
W4225294432,https://doi.org/10.1007/s10462-022-10190-9,https://openalex.org/W4225294432,A two-phase ant colony optimization based approach for single depot multiple travelling salesman problem in Type-2 fuzzy environment,2022-05-02,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,49,"Ant Colony Optimization, Benchmark (surveying), Multi-Depot Routing, Ant colony"
W4281962665,https://doi.org/10.1007/s10462-022-10209-1,https://openalex.org/W4281962665,A state-of-the-art survey of object detection techniques in microorganism image analysis: from classical methods to deep learning approaches,2022-06-07,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,50,207,"Bioimage Analysis, Medical Image Analysis"
W4224437581,https://doi.org/10.1007/s10462-022-10185-6,https://openalex.org/W4224437581,Developments in the detection of diabetic retinopathy: a state-of-the-art review of computer-aided diagnosis and machine learning methods,2022-04-26,2022,56,2,review,Artificial Intelligence Review,Springer Science+Business Media,journal,48,123,"Diabetic Retinopathy, Automated Diagnosis, Retinal Disease, Fundus (uterus)"
W4281262808,https://doi.org/10.1007/s10462-022-10204-6,https://openalex.org/W4281262808,How to keep text private? A systematic review of deep learning methods for privacy-preserving natural language processing,2022-05-21,2022,56,2,review,Artificial Intelligence Review,Springer Science+Business Media,journal,29,122,"Differential Privacy, Data Privacy, Privacy Preservation, Privacy Concerns, Safeguarding, Traceability"
W4229442263,https://doi.org/10.1007/s10462-022-10191-8,https://openalex.org/W4229442263,On the current state of deep learning for news recommendation,2022-05-10,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,21,88,"Information overload, Strengths and weaknesses, Topic Modeling, Content-Based Recommendation, Representation Learning, Context-Aware Recommender Systems"
W4283213885,https://doi.org/10.1007/s10462-022-10210-8,https://openalex.org/W4283213885,Overview of behavior recognition based on deep learning,2022-06-21,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,48,63,"Robustness (evolution), Deep Learning, Action Recognition, Skeleton-Based Recognition, Cross-View Recognition"
W4285796263,https://doi.org/10.1007/s10462-022-10228-y,https://openalex.org/W4285796263,Monte Carlo Tree Search: a review of recent modifications and applications,2022-07-19,2022,56,3,review,Artificial Intelligence Review,Springer Science+Business Media,journal,135,197,"Monte Carlo Tree Search, Tree (set theory), Behavior Trees, Real-Time Strategy Games, Branching (polymer chemistry)"
W4283645714,https://doi.org/10.1007/s10462-022-10222-4,https://openalex.org/W4283645714,Multi-strategy adaptive cuckoo search algorithm for numerical optimization,2022-06-28,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,47,"Cuckoo search, Benchmark (surveying), Robustness (evolution), Nature-Inspired Algorithms, Multi-Objective Optimization, Constraint Handling, Optimization Applications, Particle Swarm Optimization, Differential evolution"
W4293288724,https://doi.org/10.1007/s10462-022-10249-7,https://openalex.org/W4293288724,Uncertainty analysis in document publications using single-valued neutrosophic set and collaborative entropy,2022-08-11,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,56,Group Decision Making
W4283814693,https://doi.org/10.1007/s10462-022-10215-3,https://openalex.org/W4283814693,Aspect-based sentiment analysis: an overview in the use of Arabic language,2022-07-05,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,22,119,"Aspect-based Sentiment Analysis, Sentiment Analysis, Emotion Recognition"
W4283803271,https://doi.org/10.1007/s10462-022-10225-1,https://openalex.org/W4283803271,Internet of Low-Altitude UAVs (IoLoUA): a methodical modeling on integration of Internet of “Things” with “UAV” possibilities and tests,2022-07-04,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,126,"IoT Security, Drone Applications, Internet of Things, Globe"
W4285091076,https://doi.org/10.1007/s10462-022-10229-x,https://openalex.org/W4285091076,Evaluating conversational recommender systems,2022-07-12,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,98,"Context-Aware Recommender Systems, Trust-Aware Recommender Systems, Spoken Dialogue Systems, Content-Based Recommendation, Collaborative Filtering"
W4297826536,https://doi.org/10.1007/s10462-022-10242-0,https://openalex.org/W4297826536,General optimization procedure of the Hedge-algebras controller for controlling dynamic systems,2022-08-10,2022,56,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,65,"Interpolation (computer graphics), Hedge, Hybrid Modeling, Control Systems, Control variable, State variable, Base (topology)"
W4289868942,https://doi.org/10.1007/s10462-022-10202-8,https://openalex.org/W4289868942,Diabetes subtypes classification for personalized health care: A review,2022-08-05,2022,56,3,review,Artificial Intelligence Review,Springer Science+Business Media,journal,11,55,"Subtyping, Personalized medicine, Hierarchical clustering, Disease Risk Prediction"
