work_id,work_title,work_source,work_authors,referenced_work_ids,referenced_titles,referenced_sources,referenced_authors
w4382810982,multi-source deep transfer learning algorithm based on feature alignment,artificial intelligence review,"changhong ding, peng gao, jingmei li, weifei wu","w1439842103, w1978920452, w2012231141","extreme learning machine based transfer learning for data classification, cross-domain video concept detection using adaptive svms, multi-source transfer learning based on label shared subspace","neurocomputing, proceedings of the 30th acm international conference on multimedia, pattern recognition letters","xiaodong li, weijie mao, wei jiang, jun yang, rong yan, alexander g. hauptmann, min fang, yong guo, xiaosong zhang, xiao li"
w4382811166,a critical review on applications of artificial intelligence in manufacturing,artificial intelligence review,"omkar mypati, avishek mukherjee, debasish mishra, surjya k. pal, p. p. chakrabarti, arpan pal","w1162624365, w1563639625, w1605637291","tool condition monitoring by svm classification of machined surface images in turning, sensor based weld bead geometry prediction in pulsed metal inert gas welding process through artificial neural networks, agent-based social simulation and modeling in social computing","the international journal of advanced manufacturing technology, international journal of knowledge-based and intelligent engineering systems, lecture notes in computer science","nagaraj bhat, samik dutta, tarun vashisth, srikanta pal, surjya k. pal, ranjan sen, sukhomay pal, surjya k. pal, arun kumar samantaray, xiaochen li, wenji mao, daniel zeng, fei‐yue wang"
w4382895266,an improved topsis method for multi-criteria decision making based on hesitant fuzzy β neighborhood,artificial intelligence review,"chenxia jin, ju‐sheng mi, fachao li, meishe liang","w1965473535, w1967510083, w1972001268","how to select and how to rank projects: the promethee method, some hesitant fuzzy aggregation operators with their application in group decision making, the todim analysis approach based on novel measured functions under hesitant fuzzy environment","european journal of operational research, group decision and negotiation, knowledge-based systems","jean pierre brans, ph. vincke, bertrand mareschal, meimei xia, zeshui xu, na chen, xiaolu zhang, zeshui xu"
w4383560003,long-tailed image recognition through balancing discriminant quality,artificial intelligence review,"yan-xue wu, fan min, ben-wen zhang, xianjie wang","w2104933073, w2108598243, w2112796928","adasyn: adaptive synthetic sampling approach for imbalanced learning, imagenet: a large-scale hierarchical image database, gradient-based learning applied to document recognition","source not found, 2009 ieee conference on computer vision and pattern recognition, proceedings of the ieee","haibo he, yang bai, edwardo a. garcia, shutao li, jia deng, wei dong, richard socher, li-jia li, kai li, li fei-fei, yann lecun, léon bottou, yoshua bengio, patrick haffner"
w4383620526,radiomics and artificial intelligence in breast imaging: a survey,artificial intelligence review,"tianyu zhang, tao tan, riccardo samperna, zhang li, yuan gao, xin wang, luyi han, qifeng yu, regina g. h. beets‐tan, ritse m. mann","w1988212960, w2004678546, w2006383231","advances in computer-aided diagnosis for breast cancer, neoadjuvant treatment of breast cancer, update on the potential of computer-aided diagnosis for breast cancer","current opinion in obstetrics & gynecology, annals of oncology, future oncology","lubomir m. hadjiiski, berkman sahiner, heang‐ping chan, ann m. thompson, stacy moulder-thompson, maryellen l. giger"
w4383721094,afox: a new adaptive nature-inspired optimization algorithm,artificial intelligence review,"hosam alrahhal, razan jamous","w1479694349, w1541288193, w1597134548","optimization in operations research, genetic algorithms and machine learning, unified particle swarm optimization for solving constrained engineering optimization problems","source not found, machine learning, lecture notes in computer science","ronald l. rardin, david e. goldberg, john h. holland, konstantinos e. parsopoulos, michael n. vrahatis"
w4383913283,crime linkage and psychological profiling of offenders under intuitionistic fuzzy environment using a novel resemblance measure,artificial intelligence review,"palash dutta, abhilash kangsha banik","w1966808269, w1980564456, w1980748255","an application of intuitionistic fuzzy sets in medical diagnosis, intuitionistic fuzzy sets, cosine similarity measures for intuitionistic fuzzy sets and their applications","fuzzy sets and systems, fuzzy sets and systems, mathematical and computer modelling","supriya kumar de, ranjit biswas, akhil ranjan roy, krassimir atanassov, jun ye"
w4383955446,combining deep subspace feature representation based ikpcanet and jointly constraint multi-dictionary learning for facial expression recognition,artificial intelligence review,"zhe sun, jiatong bai, panpan wang, jiaxue huang","w131155259, w2014185685, w2014696193","support vector guided dictionary learning, automatic facial expression recognition using features of salient facial patches, robust facial expression recognition based on median ternary pattern (mtp)","lecture notes in computer science, ieee transactions on affective computing, 2013 international conference on electrical information and communication technology (eict)","sijia cai, wangmeng zuo, lei zhang, xiangchu feng, ping wang, s l happy, aurobinda routray, farhan bashar, asif khan, faisal ahmed, md. hasanul kabir"
w4384067368,manifold transfer subspace learning based on double relaxed discriminative regression,artificial intelligence review,"zhonghua liu, fa zhu, kaibing zhang, zhihui lai, hua huo","w1669104078, w1997201895, w2043080228","constrained optimization and lagrange multiplier methods, robust recovery of subspace structures by low-rank representation, discriminative least squares regression for multiclass classification and feature selection","elsevier ebooks, ieee transactions on pattern analysis and machine intelligence, ieee transactions on neural networks and learning systems","dimitri p. bertsekas, guangcan liu, zhouchen lin, shuicheng yan, ju sun, yong yu, yi ma, shiming xiang, feiping nie, gaofeng meng, chunhong pan, changshui zhang"
w4384069115,a hybrid human–ai tool for scientometric analysis,artificial intelligence review,"antónio correia, andrea grover, shoaib jameel, daniel schneider, pedro antunes, benjamim fonseca","w1579825274, w1607675442, w1689950805","motivations for sustained participation in crowdsourcing: case studies of citizen science on the role of talk, grounded theory research: procedures, canons, and evaluative criteria, human beyond the machine: challenges and opportunities of microtask crowdsourcing","source not found, qualitative sociology, ieee intelligent systems","corey jackson, carsten østerlund, gabriel mugar, katie hassman, kevin crowston, juliet corbin, anselm strauss, ujwal gadiraju, gianluca demartini, ricardo kawase, stefan dietze"
w4384197612,feature subset selection for data and feature streams: a review,artificial intelligence review,"carlos villa‐blanco, concha bielza, pedro larrañaga","w1205641087, w1486125218, w1525647652","incremental weighted naive bays classifiers for data stream, incremental attribute reduction based on elementary sets, adaptive learning from evolving data streams","studies in classification, data analysis, and knowledge organization, lecture notes in computer science, lecture notes in computer science","christophe salperwyck, vincent lemaire, carine hue, feng hu, guoyin wang, hai huang, yu wu, albert bifet, ricard gavaldà"
w4384405814,single sample face recognition using deep learning: a survey,artificial intelligence review,"vivek tomar, nitin kumar, ayush raj srivastava","w1540007258, w1546200464, w1572416899","unknown title, single sample face recognition via learning deep supervised autoencoders, face recognition based on adaptive weighting and fuzzy fusion with single training sample","machine learning, ieee transactions on information forensics and security, source not found","gunnar rätsch, takashi onoda, k. müller, shuhong gao, yingying zhang, kui jia, jiwen lu, xiaohua wang, chao jin, wei liu, min hu, fuji ren"
w4384817948,current studies and applications of krill herd and gravitational search algorithms in healthcare,artificial intelligence review,"rebwar khalid hamad, tarik a. rashid","w1637502016, w1912355234, w1963521893","feature subset selection using improved binary gravitational search algorithm, hybrid rgsa and support vector machine framework for three-dimensional magnetic resonance brain tumor classification, dynamic constrained optimization with offspring repair based gravitational search algorithm","journal of intelligent & fuzzy systems, the scientific world journal, source not found","esmat rashedi, hossein nezamabadi‐pour, rajesh sharma, p. marikkannu, kunal pal, chiranjib saha, swagatam das, carlos a. coello coello"
w4384822078,a hierarchical sparrow search algorithm to solve numerical optimization and estimate parameters of carbon fiber drawing process,artificial intelligence review,"jiankai xue, bo shen, anqi pan","w1178456462, w2020633415, w2061438946","low-density and high-modulus carbon fibers from polyacrylonitrile with honeycomb structure, a synergetic immune clonal selection algorithm based multi-objective optimization method for carbon fiber drawing process, grey wolf optimizer","carbon, fibers and polymers, advances in engineering software","prabhakar gulgunje, bradley a. newcomb, kishor gupta, han gi chae, thomas k. tsotsis, satish kumar, jiajia chen, yongsheng ding, yaochu jin, kuangrong hao, seyedali mirjalili, seyed mohammad mirjalili, andrew lewis"
w4384823618,a survey of long short term memory and its associated models in sustainable wind energy predictive analytics,artificial intelligence review,"sherry garg, rajalakshmi krishnamurthi","w1689711448, w1970978817, w1982904001","lstm: a search space odyssey, multi-step forecasting for wind speed using a modified emd-based artificial neural network model, wind power forecasting based on principle component phase space reconstruction","ieee transactions on neural networks and learning systems, renewable energy, renewable energy","klaus greff, rupesh k. srivastava, jan koutník, bas r. steunebrink, jürgen schmidhuber, zhenhai guo, weigang zhao, haiyan lu, jianzhou wang, li han, carlos e. romero, zheng yao"
w4384823934,"privacy-preserving deep learning in medical informatics: applications, challenges, and solutions",artificial intelligence review,"vankamamidi s. naresh, m. thamarai, v. v. l. divakar allavarpu","w1130270400, w1976649959, w1988919242","mapreduce: simplified data analysis of big data, privacy-preserving self-helped medical diagnosis scheme based on secure two-party computation in wireless sensor networks, privacy integrated data stream queries","procedia computer science, computational and mathematical methods in medicine, source not found","seema maitrey, c. k. jha, yi sun, qiaoyan wen, yudong zhang, wenmin li, lucas waye"
w4384934896,tackling class imbalance in computer vision: a contemporary review,artificial intelligence review,"manisha saini, seba susan","w1834627138, w1901129140, w1962124124","deep learning face attributes in the wild, u-net: convolutional networks for biomedical image segmentation, biometric liveness detection: challenges and research opportunities","source not found, lecture notes in computer science, ieee security & privacy","ziwei liu, ping luo, wei wang, xiaoou tang, olaf ronneberger, philipp fischer, thomas brox, zahid akhtar, christian micheloni, gian luca foresti"
w4385156725,gradient leakage attacks in federated learning,artificial intelligence review,"haimei gong, liangjun jiang, xiaoyang liu, yuanqi wang, omary gastro, lei wang, ke zhang, zhen guo","w1985310469, w2050819616, w2051267297","a multiplicative weights mechanism for privacy-preserving data analysis, 3d-integrated, low-height, small module design techniques for 4.48ghz, 560mhz-bandwidth transferjet&amp;#x2122; transceiver, model inversion attacks that exploit confidence information and basic countermeasures","source not found, source not found, source not found","moritz hardt, guy n. rothblum, k. agawa, ichiro seto, akihiko happoya, yoshihiro iida, yusuke imaizumi, motochika okano, daigo suzuki, yuichi sato, masaomi iwanaga, kazumi sato, satoshi arai, noriaki uchida, koji ryugo, daisuke miyashita, ryuichi fujimoto, yasuo unekawa, matt fredrikson, somesh jha, thomas ristenpart"
w4385224798,cyberbullying detection and machine learning: a systematic literature review,artificial intelligence review,"vimala balakrisnan, mohammed kaity","w1492737170, w1619992285, w1638813654","improving cyberbullying detection with user context, machine learning approach for detection of cyber-aggressive comments by peers on social media network, collaborative detection of cyberbullying behavior in twitter data","lecture notes in computer science, source not found, source not found","maral dadvar, dolf trieschnigg, roeland ordelman, franciska de jong, vikas s chavan, s. s. shylaja, amrita mangaonkar, allenoush hayrapetian, rajeev raje"
w4385349476,a comprehensive survey on deep learning-based approaches for multimodal sentiment analysis,artificial intelligence review,"alireza ghorbanali, mohammad karim sohrabi","w1501931667, w1916445035, w1984892353","sentence compression for aspect-based sentiment analysis, multimodal convolutional neural networks for matching image and sentence, building machine learning based senti-word lexicon for sentiment analysis","ieee/acm transactions on audio speech and language processing, source not found, journal of advances in information technology","wanxiang che, yanyan zhao, honglei guo, zhong su, ting liu, lin ma, zhengdong lu, lifeng shang, hang li, alaa hamouda, mahmoud marei, mohamed rohaim"
w4385364879,siamese object tracking for unmanned aerial vehicle: a review and comprehensive analysis,artificial intelligence review,"changhong fu, kunhan lu, guangze zheng, junjie ye, ziang cao, bowen li, geng lu","w1536680647, w1861492603, w1903029394","fast r-cnn, microsoft coco: common objects in context, fully convolutional networks for semantic segmentation","source not found, lecture notes in computer science, source not found","ross girshick, tsung-yi lin, michael maire, serge belongie, james hays, pietro perona, deva ramanan, piotr dollár, c. lawrence zitnick, jonathan long, evan shelhamer, trevor darrell"
w4385566558,deep neural network pruning method based on sensitive layers and reinforcement learning,artificial intelligence review,"wenchuan yang, haoran yu, baojiang cui, runqi sui, tianyu gu","w2111935653, w2117539524, w2194775991","evolving neural networks through augmenting topologies, imagenet large scale visual recognition challenge, deep residual learning for image recognition","evolutionary computation, international journal of computer vision, source not found","kenneth o. stanley, risto miikkulainen, olga russakovsky, jia deng, hao su, jonathan krause, sanjeev satheesh, sean ma, zhiheng huang, andrej karpathy, aditya khosla, michael s. bernstein, alexander c. berg, li fei-fei, kaiming he, xiangyu zhang, shaoqing ren, jian sun"
w4385582962,early health prediction framework using xgboost ensemble algorithm in intelligent environment,artificial intelligence review,"dheeraj kumar, sandeep k. sood, keshav singh rawat","w2295598076, w2884935215, w3010585456","xgboost, a review on intelligent process for smart home applications based on iot: coherent taxonomy, motivation, open challenges, and recommendations, persistence and clearance of viral rna in 2019 novel coronavirus disease rehabilitation patients","source not found, artificial intelligence review, chinese medical journal","tianqi chen, carlos guestrin, a. a. zaidan, b. b. zaidan, yun ling, shui-bao xu, yi-xiao lin, di tian, zhao-qin zhu, fa-hui dai, fan wu, zhi-gang song, wei huang, jun chen, bi-jie hu, sheng wang, en-qiang mao, lei zhu, wen-hong zhang, hong-zhou lu"
w4385606791,machine and deep learning for longitudinal biomedical data: a review of methods and applications,artificial intelligence review,"anna cascarano, jordi mur-petit, jerónimo hernández-gonzález, marina camacho, nina de toro eadie, polyxeni gkontra, marc chadeau‐hyam, jordi vitrià, karim lekadir","w1498436455, w1535711205, w1724747758","learning representations by back-propagating errors, the progression of cardiometabolic disease: validation of a new cardiometabolic disease staging system applicable to obesity, improvement of predictive models of risk of disease progression in chronic hepatitis c by incorporating longitudinal data","nature, obesity, hepatology","david e. rumelhart, geoffrey e. hinton, ronald j. williams, fangjian guo, douglas r. moellering, w. timothy garvey, monica a. konerman, yiwei zhang, ji zhu, peter higgins, anna s. lok, akbar k. waljee"
w4385614039,a systematic review of federated learning from clients’ perspective: challenges and solutions,artificial intelligence review,"yashothara shanmugarasa, hye-young paik, salil s. kanhere, liming zhu","w1592775138, w1975675278, w2025183033","the differential privacy frontier (extended abstract), guidelines for snowballing in systematic literature studies and a replication in software engineering, the art of data augmentation","lecture notes in computer science, source not found, journal of computational and graphical statistics","cynthia dwork, claes wohlin, david a. van dyk, xiao‐li meng"
w4385635252,new staircase sinusoidal voltage synthesizer and optimal interval type-2 fuzzy controller for dynamic voltage restorer to compensate voltage disturbances,artificial intelligence review,"ali darvish falehi, hossein torkaman","w1984703150, w2077419272, w2083571426","power conditioning using dynamic voltage restorers under different voltage sag types, a new fast-converged estimation approach for dynamic voltage restorer (dvr) to compensate voltage sags in waveform distortion conditions, minimization of voltage sag induced financial losses in distribution systems using facts devices","journal of advanced research, international journal of electrical power & energy systems, electric power systems research","ahmed m. saeed, shady h. e. abdel aleem, ahmed m. ibrahim, murat e. balci, e.e. abou elzahab, hamed abdollahzadeh, mostafa jazaeri, arash tavighi, arup kumar goswami, c. p. gupta, girish kumar singh"
w4385700994,rnn-afox: adaptive fox-inspired-based technique for automated tuning of recurrent neural network hyper-parameters,artificial intelligence review,"hosam alrahhal, razan jamous","w1572130091, w1971394847, w2019037940","a novel hybrid ai system framework for crude oil price forecasting, optimization of neural network architecture using genetic algorithm for load forecasting, crude oil price forecasting: experimental evidence from wavelet decomposition and neural network modeling","lecture notes in computer science, source not found, energy economics","shouyang wang, lean yu, kin keung lai, badar ul islam, zuhairi baharudin, muhammad qamar raza, perumal nallagownden, rania jammazi, chaker aloui"
w4385728692,a systematic literature review on automl for multi-target learning tasks,artificial intelligence review,"aline marques del valle, rafael gomes mantovani, ricardo cerri","w1524416683, w1549998098, w1562463929","classifier chains for multi-label classification, machine learning: an algorithmic perspective, systematic reviews in the social sciences: a practical guide","lecture notes in computer science, source not found, choice reviews online","jesse read, bernhard pfahringer, geoffrey holmes, eibe frank, stephen marsland, mark petticrew, helen roberts"
w4385737858,robust stability of dynamical neural networks with multiple time delays: a review and new results,artificial intelligence review,"ezgi aktas, özlem faydasiçok, sabri arik","w1605313269, w1964375114, w1972459700","lmi based global asymptotic stability criterion for recurrent neural networks with infinite distributed delays, an analysis of global robust stability of delayed dynamical neural networks, new results on the robust stability of cohen–grossberg neural networks with delays","lecture notes in computer science, neurocomputing, neural processing letters","wei wang, huaguang zhang, derong liu, jian feng, eylem yücel, libin rong, tianping chen"
w4385768685,"a survey on computational metaphor processing techniques: from identification, interpretation, generation to application",artificial intelligence review,"mengshi ge, rui mao, erik cambria","w1503247412, w1561412240, w1561414704","metaphor: a practical introduction, mip: a method for identifying metaphorically used words in discourse, metaphor and metonymy at the crossroads","source not found, metaphor and symbol, de gruyter ebooks","zoltán kövecses, réka benczes, g.j. steen, lynne cameron, alan cienki, p. crisp, alice deignan, raymond w. gibbs, joseph e. grady, zoltán kövecses, g.d. low, elena semino, antonio barcelona"
w4385876747,computational deep air quality prediction techniques: a systematic review,artificial intelligence review,"manjit kaur, dilbag singh, mohamed yaseen jabarulla, vijay kumar, ju-sung kang, heung-no lee","w1985920679, w2005751849, w2036586550","analysis of surface ozone using a recurrent neural network, artificial neural network-based estimation of mercury speciation in combustion flue gases, a gis based approach for assessing the association between air pollution and asthma in new york state, usa","the science of the total environment, fuel processing technology, international journal of environmental research and public health","fabio biancofiore, marco verdecchia, piero di carlo, barbara tomassetti, eleonora aruffo, marcella busilacchio, sebastiano bianco, sinibaldo di tommaso, carlo colangeli, robert jensen, shankar karki, hossein salehfar, amit kumar gorai, francis tuluri, paul b. tchounwou"
w4386028223,attention-based graph neural networks: a survey,artificial intelligence review,"chengcheng sun, chenhao li, xiang lin, tianji zheng, fanrong meng, xiaobin rui, zhixiao wang","w1888005072, w2053186076, w2116341502","line, nonlinear dimensionality reduction by locally linear embedding, the graph neural network model","source not found, science, ieee transactions on neural networks","jian tang, meng qu, wang ming-zhe, ming zhang, jun yan, qiaozhu mei, sam t. roweis, lawrence k. saul, franco scarselli, m. gori, ah chung tsoi, markus hagenbuchner, gabriele monfardini"
w4386099197,conditional autoregressive-tunicate swarm algorithm based generative adversarial network for violent crowd behavior recognition,artificial intelligence review,"juginder pal singh, manoj kumar","w1550185807, w1969622215, w1969914528","caviar: conditional value at risk by quantile regression, realtime multilevel crowd tracking using reciprocal velocity obstacles, violent flows: real-time detection of violent crowd behavior","source not found, source not found, ieee computer society conference on computer vision and pattern recognition workshops","robert engle, simone manganelli, aniket bera, dinesh manocha, tal hassner, yossi itcher, orit kliper-gross"
w4386136748,enhanced golden jackal optimizer-based shape optimization of complex csgc-ball surfaces,artificial intelligence review,"gang hu, liuxin chen, guo wei","w1595159159, w1975842887, w1994100951","unknown title, a type of triangular ball surface and its properties, algorithms for development of certain classes of ruled surfaces","journal of global optimization, journal of computer science and technology, computers & graphics","rainer storn, kenneth v. price, shi‐min hu, guojin wang, sun jian-guang, b. gurunathan, s. g. dhande"
w4386251630,from task to evaluation: an automatic text summarization review,artificial intelligence review,"lingfeng lu, yang liu, weiqiang xu, huakang li, guozi sun","w1746111881, w1831406492, w1840435438","problems in current text simplification research: new data can help, extractive summarization of meeting recordings, a large annotated corpus for learning natural language inference","transactions of the association for computational linguistics, source not found, source not found","wei xu, chris callison-burch, courtney napoles, gabriel murray, steve renals, jean carletta, samuel r. bowman, gabor angeli, christopher potts, christopher d. manning"
w4386286693,scl-skg: software knowledge extraction with span-level contrastive learning,artificial intelligence review,"mingjing tang, shu zhang, ming zheng, zifei ma, wei gao","w2129767020, w2251091211, w2296209590","development of a benchmark corpus to support the automatic extraction of drug-related adverse effects from medical case reports, modeling joint entity and relation extraction with table representation, building a large-scale software programming taxonomy from stackoverflow","journal of biomedical informatics, source not found, proceedings/proceedings of the ... international conference on software engineering and knowledge engineering","harsha gurulingappa, abdul mateen rajput, angus roberts, juliane fluck, martin hofmann‐apitius, luca toldo, makoto miwa, yutaka sasaki, jiangang zhu, beijun shen, xuyang cai, haofen wang"
w4386287756,regret-based domination and prospect-based scoring in three-way decision making using q-rung orthopair fuzzy mahalanobis distance,artificial intelligence review,"arijit mondal, sankar kumar roy, muhammet deveci","w1969463949, w1980564456, w2013932252","a decision theoretic framework for approximating concepts, intuitionistic fuzzy sets, pythagorean membership grades in multicriteria decision making","international journal of man-machine studies, fuzzy sets and systems, ieee transactions on fuzzy systems","yiyu yao, s. k. m. wong, krassimir atanassov, ronald r. yager"
w4386391043,crayfish optimization algorithm,artificial intelligence review,"heming jia, honghua rao, changsheng wen, seyedali mirjalili","w1576660662, w1595159159, w1864003541","unknown title, unknown title, imperialist competitive algorithm","natural computing, journal of global optimization, intelligent systems reference library","hans-georg beyer, hans–paul schwefel, rainer storn, kenneth v. price, bo xing, wen-jing gao"
w4386391908,multi-knowledge resources-based semantic similarity models with application for movie recommender system,artificial intelligence review,"guangjian huang, xingtu zhu, shahbaz hassan wasti, yuncheng jiang","w1495249521, w1548949275, w1854884267","comparing state-of-the-art collaborative filtering systems, profiled m-advertising framework for consumer advertising, simlex-999: evaluating semantic models with (genuine) similarity estimation","lecture notes in computer science, journal of computer science, computational linguistics","laurent candillier, frank meyer, marc boullé, g.l.p.n. gangabada, s. c. premaratne, felix hill, roi reichart, anna korhonen"
w4386416915,soft computing techniques for biomedical data analysis: open issues and challenges,artificial intelligence review,"essam h. houssein, mosa e. hosney, marwa m. emam, eman m. g. younis, abdelmgeid a. ali, waleed m. mohamed","w1424196965, w1538713840, w1586044148","adaptive firefly algorithm with chaos for mechanical design optimization problems, a multi-objective artificial bee colony approach to feature selection using fuzzy mutual information, improved chaotic gravitational search algorithms for global optimization","applied soft computing, source not found, source not found","adil baykasoğlu, fehmi burçin özsoydan, emrah hançer, bing xue, mengjie zhang, derviş karaboğa, bahriye akay, dongmei shen, tao jiang, wei chen, qian shi, shangce gao"
w4386422408,a systematic review for class-imbalance in semi-supervised learning,artificial intelligence review,"willian dihanster gomes de oliveira, lilian berton","w10980763, w1941659294, w1983320747","semi-supervised learning, the class imbalance problem: a systematic study1, semi-supervised learning (chapelle, o. et al., eds.; 2006) [book reviews]","intelligent systems reference library, intelligent data analysis, ieee transactions on neural networks","mohamed farouk abdel hady, friedhelm schwenker, nathalie japkowicz, shaju stephen, olivier chapelle, bernhard schölkopf, eds. a. zien"
w4386510526,an incremental approach to hierarchical feature selection by applying fuzzy rough set technique,artificial intelligence review,"yanhong she, jinlan wu, xiaoli he","w1584659901, w1992915331, w1997687853","hierarchical multi-classification with predictive clustering trees in functional genomics, theory and applications of granular labelled partitions in multi-scale decision tables, a fuzzy rough set approach for incremental feature selection on hybrid information systems","lecture notes in computer science, information sciences, fuzzy sets and systems","jan struyf, sašo džeroski, hendrik blockeel, amanda clare, wei-zhi wu, yee leung, an‐ping zeng, tianrui li, dun liu, junbo zhang, hongmei chen"
w4386517577,artificial glial cells in artificial neuronal networks: a systematic review,artificial intelligence review,"sara alvarez-gonzalez, francisco cedrón, alejandro pazos, ana b. porto-pazos","w1486852018, w1498436455, w1552543129","competitive hebbian learning through spike-timing-dependent synaptic plasticity, learning representations by back-propagating errors, the glia/neuron ratio: how it varies uniformly across brain structures and species and what that means for brain physiology and evolution","nature neuroscience, nature, glia","sen song, kenneth d. miller, l. f. abbott, david e. rumelhart, geoffrey e. hinton, ronald j. williams, suzana herculano‐houzel"
w4386519770,optimization driven spike deep belief neural network classifier: a deep-learning based multichannel spike sorting neural signal processor (nsp) module for high-channel-count brain machine interfaces (bmis),artificial intelligence review,"vanga karunakar reddy, sunil babu melingi, ch. v. m. s. n. pavan kumar, k. ashok kumar, ramesh kumar mojjada","w2508300267, w2922107760, w2951638880","long-term training with a brain-machine interface-based gait protocol induces partial neurological recovery in paraplegic patients, automatic epileptic seizures joint detection algorithm based on improved multi-domain feature of ceeg and spike feature of aeeg, early detection of human epileptic seizures based on intracortical microelectrode array signals","scientific reports, ieee access, ieee transactions on biomedical engineering","ana r. c. donati, solaiman shokur, edgard morya, debora s. f. campos, renan c. moioli, claudia m. gitti, patricia b. augusto, sandra tripodi, cristhiane garabello pires, gislaine a. pereira, fabrício lima brasil, simone gallo, anthony a. lin, a. takigami, maria adelia aratanha, sanjay s. joshi, hannes bleuler, gordon cheng, alan rudolph, miguel a. l. nicolelis, duanpo wu, zimeng wang, lurong jiang, fang dong, xunyi wu, shuang wang, yao ding, yun sang park, g. rees cosgrove, joseph r. madsen, emad n. eskandar, leigh r. hochberg, sydney s. cash, wilson truccolo"
w4386526498,detection and classification of sugarcane billet damage using aquila sailfish optimizer based deep learning,artificial intelligence review,"s. nagapavithra, s. umamaheswari","w1965545829, w2535150531, w2562128149","outsourcing and off-shoring healthcare services: a way to cut the costs and improve quality, identification of weeds in sugarcane fields through images taken by uav and random forest classifier, gaussian filtering detection based on features of residuals in image forensics","source not found, ifac-papersonline, source not found","besma glaa, nesrine zoghlami, atour taghipour, i. h. yano, josé ricardo alves, wesley esdras santiago, bárbara janet teruel mederos, jae jeong hwang, kang hyeon rhee"
w4386572626,artificial intelligence-assisted water quality index determination for healthcare,artificial intelligence review,"ankush manocha, sandeep k. sood, munish bhatia","w2030164964, w203764345, w2157331557","dynamic assessment of water quality based on a variable fuzzy pattern recognition model, diatoms as indicators in the environmental monitoring and assessment program-surface waters (emap-sw), learning phrase representations using rnn encoder–decoder for statistical machine translation","international journal of environmental research and public health, environmental monitoring and assessment, source not found","shiguo xu, tianxiang wang, suduan hu, sushil s. dixit, john p. smol, kyunghyun cho, bart van merriënboer, çağlar gülçehre, dzmitry bahdanau, fethi bougares, holger schwenk, yoshua bengio"
w4386636345,application of deep learning in laser-induced breakdown spectroscopy: a review,artificial intelligence review,"chu zhang, lei zhou, fei liu, jing huang, jiyu peng","w2019656953, w2029316659, w2064630666","emission enhancement mechanisms in dual-pulse libs, deep learning-based classification of hyperspectral data, representational power of restricted boltzmann machines and deep belief networks","analytical chemistry, ieee journal of selected topics in applied earth observations and remote sensing, neural computation","jon scaffidi, s. m. angel, david a. cremers, yushi chen, zhouhan lin, xing zhao, gang wang, yanfeng gu, nicolas le roux, yoshua bengio"
w4386689048,a picture fuzzy evaluation framework based on a novel approach incorporating bidirectional projection measures and the vikor method,artificial intelligence review,"juan‐juan peng, xin ge chen, qing qi long, shu zhu zhang","w1980564456, w2526675547, w2771288112","intuitionistic fuzzy sets, projection models for multiple attribute decision making with picture fuzzy information, picture fuzzy normalized projection-based vikor method for the risk evaluation of construction project","fuzzy sets and systems, international journal of machine learning and cybernetics, applied soft computing","krassimir atanassov, guiwu wei, fuad e. alsaadi, tasawar hayat, ahmed alsaedi, le wang, hong‐yu zhang, jian‐qiang wang, lin li"
w4386724211,esoa-hgru: egret swarm optimization algorithm-based hybrid gated recurrent unit for classification of diabetic retinopathy,artificial intelligence review,"abrar m. alajlan, abdul razaque","w2185224, w2886469554, w2916155412","lbp and machine learning for diabetic retinopathy detection, algorithms for red lesion detection in diabetic retinopathy: a review, accuracy of ultrawide-field fundus ophthalmoscopy-assisted deep learning for detecting treatment-naïve proliferative diabetic retinopathy","lecture notes in computer science, biomedicine & pharmacotherapy, international ophthalmology","jorge de la calleja, lourdes tecuapetla, ma. auxilio medina, everardo bárcenas, argelia berenice urbina nájera, raghav biyani, b. m. patre, toshihiko nagasawa, hitoshi tabuchi, hiroki masumoto, hiroki enno, masanori niki, zaigen ohara, yuki yoshizumi, hideharu ohsugi, yoshinori mitamura"
w4386776484,a survey of deep learning techniques for machine reading comprehension,artificial intelligence review,"samreen kazi, shakeel khoja, ali daud","w1495683013, w1884583896, w1988677661","the process of question answering, human and automatic evaluation of english to hindi machine translation systems, 1980s: a change in focus of reading comprehension research: a review of reading/learning disabilities research based on an interactive model of reading","source not found, advances in intelligent and soft computing, learning disability quarterly","wendy g. lehnert, nisheeth joshi, hemant darbari, iti mathur, renee weisberg"
w4386804684,reliability intelligence analysis of concrete arch bridge based on kriging model and psosa hybrid algorithm,artificial intelligence review,"dengguo li, zhouling ye, pengzhen lu, ying wu, yang liu, jiahao wang","w2792237860, w2889432937, w2911831794","reliability analysis of tunnels using an adaptive rbf and a first-order reliability method, adaptive iterative learning control based on particle swarm optimization, reliability analysis using adaptive kriging surrogates with multimodel inference","computers and geotechnics, the journal of supercomputing, asce-asme journal of risk and uncertainty in engineering systems part a civil engineering","qian wang, hongbing fang, qun gu, xiaohong hao, v. s. sundar, michael d. shields"
