work_id,topic,subfield,field,domain
W4327909672,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4327909703,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4327909703,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4327909703,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4327941714,Diagnosis and Treatment of Lung Cancer,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
W4327941714,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4327941714,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4327947795,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4327947795,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4327947795,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4327956269,Maritime Transportation Safety and Risk Analysis,Ocean Engineering,Engineering,Physical Sciences
W4327956269,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4327956269,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4353083901,Self-Reconfigurable Robotic Systems and Modular Robotics,Mechanical Engineering,Engineering,Physical Sciences
W4353083901,Reinforcement Learning Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4360613770,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4360613770,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4360613770,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4360615597,Advanced Techniques in Reservoir Management,Ocean Engineering,Engineering,Physical Sciences
W4360615597,Risk Analysis and Management,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W4360615597,Enhancing Workplace Safety Culture and Practices,Radiological and Ultrasound Technology,Health Professions,Health Sciences
W4360618510,Web Application Security and Vulnerability Detection,Information Systems,Computer Science,Physical Sciences
W4360618510,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4360618510,Characterization and Detection of Android Malware,Signal Processing,Computer Science,Physical Sciences
W4360856932,Ethical Implications of Artificial Intelligence,Safety Research,Social Sciences,Social Sciences
W4360856932,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4360860178,Characterization and Detection of Android Malware,Signal Processing,Computer Science,Physical Sciences
W4360860178,Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences
W4360860178,Automated Detection of Hate Speech and Offensive Language,Artificial Intelligence,Computer Science,Physical Sciences
W4360869457,Tensor Decompositions and Applications in Multilinear Algebra,Computational Mathematics,Mathematics,Physical Sciences
W4360869457,Face Recognition and Dimensionality Reduction Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4360869457,Theory and Applications of Compressed Sensing,Computational Mechanics,Engineering,Physical Sciences
W4360869666,Multidisciplinary Research in Science and Society,General Social Sciences,Social Sciences,Social Sciences
W4360869666,Halal Tourism and Consumer Behavior,Sociology and Political Science,Social Sciences,Social Sciences
W4360869666,Islamic Education and Pedagogy,Education,Social Sciences,Social Sciences
W4360939579,Real-time Water Quality Monitoring and Aquaculture Management,Water Science and Technology,Environmental Science,Physical Sciences
W4360939579,RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4360939579,DNA Barcoding for Food Authentication and Fraud Detection,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4360950022,Machine Fault Diagnosis and Prognostics,Control and Systems Engineering,Engineering,Physical Sciences
W4360950022,Electrical Discharge Machining Processes,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4360950022,Process Fault Detection and Diagnosis in Industries,Control and Systems Engineering,Engineering,Physical Sciences
W4360980642,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4360980642,Neuroscience and Genetics of Drosophila Melanogaster,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences
W4360980642,Hydrodynamic Analysis of Ship Behavior and Performance,Ocean Engineering,Engineering,Physical Sciences
W4360980683,Automatic Video Summarization and Analysis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4360980683,Audio Signal Classification and Analysis,Signal Processing,Computer Science,Physical Sciences
W4360980683,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4360985351,Demand Response in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4360985351,Building Energy Efficiency and Thermal Comfort Optimization,Building and Construction,Engineering,Physical Sciences
W4360985351,Energy Efficiency in Manufacturing and Industry Sector,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
W4360985733,Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4360985733,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4360985733,Ethical Implications of Artificial Intelligence,Safety Research,Social Sciences,Social Sciences
W4361221423,Image Denoising Techniques and Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4361221423,Synthetic Aperture Radar (SAR) Technology and Applications,Aerospace Engineering,Engineering,Physical Sciences
W4361221423,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4362475747,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4362555628,Impact of Social Structure on Crime and Delinquency,Sociology and Political Science,Social Sciences,Social Sciences
W4362555628,Terrorism and Radicalization Studies,Sociology and Political Science,Social Sciences,Social Sciences
W4362555628,Modeling Pedestrian Dynamics and Evacuations,Ocean Engineering,Engineering,Physical Sciences
W4362579589,Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences
W4362579589,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4362579589,Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4362670371,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4362670371,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4362670371,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4362724099,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4362724099,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4362724099,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4362735525,Image Segmentation Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4362735525,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4362735525,Automated Spine Segmentation and Identification,Biomedical Engineering,Engineering,Physical Sciences
W4363648864,Unmanned Aerial Vehicle Communications,Aerospace Engineering,Engineering,Physical Sciences
W4363648864,Precision Agriculture Technologies,Plant Science,Agricultural and Biological Sciences,Life Sciences
W4363648864,Smart Parking Solutions and Management,Building and Construction,Engineering,Physical Sciences
W4364376005,Visual Question Answering in Images and Videos,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4364376005,Automatic Video Summarization and Analysis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4364376005,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4365139618,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4365139618,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4365139618,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4365141696,Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences
W4365141696,3D Geospatial Modelling Techniques,Geology,Earth and Planetary Sciences,Physical Sciences
W4365141696,Computer Graphics and Visualization Techniques,Computer Graphics and Computer-Aided Design,Computer Science,Physical Sciences
W4365145108,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4365145108,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4365145108,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4365816810,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4365816810,Face Recognition and Dimensionality Reduction Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4365816810,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4366091323,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4366091323,Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4366091323,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4366123788,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4366123788,Visual Question Answering in Images and Videos,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4366123788,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4366248980,Land-Use Suitability Assessment Using GIS,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
W4366248980,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4366336804,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4366336804,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4366336804,Biomedical Ontologies and Text Mining,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4366392262,Optimization Methods in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4366392262,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4366392262,Theory and Applications of Extreme Learning Machines,Artificial Intelligence,Computer Science,Physical Sciences
W4366400965,Workflow Mining and Business Process Management,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4366400965,Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences
W4366400965,Impact of Big Data Analytics on Business Performance,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4366411592,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4366411592,Advances in Photoacoustic Imaging and Tomography,Biomedical Engineering,Engineering,Physical Sciences
W4366411592,Multispectral and Hyperspectral Image Fusion,Media Technology,Engineering,Physical Sciences
W4366415332,Recommender System Technologies,Information Systems,Computer Science,Physical Sciences
W4366415332,Information Retrieval Techniques and Evaluation,Information Systems,Computer Science,Physical Sciences
W4366415332,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4366426214,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4366426214,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4366426214,Detection and Handling of Multicollinearity in Regression Analysis,Statistics and Probability,Mathematics,Physical Sciences
W4366687390,Fabric Defect Detection in Industrial Applications,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4366687390,Welding Techniques and Residual Stresses,Mechanical Engineering,Engineering,Physical Sciences
W4366687390,Characterization of Surface Roughness in Optical Components,Computational Mechanics,Engineering,Physical Sciences
W4366816030,Economic Impacts of Insurance Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4366816030,Bankruptcy Prediction and Credit Scoring Models,Accounting,"Business, Management and Accounting",Social Sciences
W4366816030,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4366975001,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4366975001,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4366975001,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4366983521,Anomalous Diffusion Modeling and Analysis,Modeling and Simulation,Mathematics,Physical Sciences
W4366983521,Analysis and Design of Fractional Order Control Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4366983521,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4367040485,Image Compression Techniques and Standards,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4367040485,Multispectral and Hyperspectral Image Fusion,Media Technology,Engineering,Physical Sciences
W4367040485,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4367299072,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4367299072,Medical Equipment Maintenance and Management,Medical Laboratory Technology,Health Professions,Health Sciences
W4367299072,Analysis of Electrocardiogram Signals,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences
W4367368475,Industry 4.0 and Digital Transformation in Manufacturing,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4367368475,Impact of Technostress on Work and Well-being,Social Psychology,Psychology,Social Sciences
W4367394292,Gamification in Education and Learning,Developmental and Educational Psychology,Psychology,Social Sciences
W4367394292,Game Artificial Intelligence Research,Artificial Intelligence,Computer Science,Physical Sciences
W4367394292,Reinforcement Learning Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4367394653,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4367394653,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4367394653,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4367609788,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4367609788,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4367609788,Generative Adversarial Networks in Image Processing,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4367623968,Expert Finding in Online Communities,Information Systems,Computer Science,Physical Sciences
W4367623968,Computational Text Analysis in Social Sciences,General Social Sciences,Social Sciences,Social Sciences
W4367623968,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4368368712,Demand Response in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4368368712,Integration of Electric Vehicles in Power Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4368368712,Lithium-ion Battery Management in Electric Vehicles,Automotive Engineering,Engineering,Physical Sciences
W4368617646,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4368617646,Adaptation to Concept Drift in Data Streams,Artificial Intelligence,Computer Science,Physical Sciences
W4368617646,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4376616984,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4376616984,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4376616984,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4376648259,Resilience of Coral Reef Ecosystems to Climate Change,Ecology,Environmental Science,Physical Sciences
W4376648259,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4377098461,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4377098461,Missile Guidance and Control Strategies,Aerospace Engineering,Engineering,Physical Sciences
W4377098461,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4377145631,Load Frequency Control in Power Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4377145631,Adaptive Dynamic Programming for Optimal Control,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4377145631,Reinforcement Learning Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4377290775,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4377290775,Photonic Reservoir Computing for Neural Computation,Artificial Intelligence,Computer Science,Physical Sciences
W4377290775,Physics-Informed Neural Networks for Scientific Computing,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4378416796,Biomedical Ontologies and Text Mining,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4378416796,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4378416796,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4378807643,Low-Cost Air Quality Monitoring Systems,Environmental Engineering,Environmental Science,Physical Sciences
W4378807643,Health Effects of Air Pollution,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
W4378807643,Estimating Vehicle Fuel Consumption and Emissions,Automotive Engineering,Engineering,Physical Sciences
W4379137572,Rock Mechanics and Engineering,Mechanics of Materials,Engineering,Physical Sciences
W4379137572,Comminution in Mineral Processing,Mechanical Engineering,Engineering,Physical Sciences
W4379137572,Underground Coal Gasification: Fundamentals and Applications,Mechanical Engineering,Engineering,Physical Sciences
W4379184928,Computer Graphics and Visualization Techniques,Computer Graphics and Computer-Aided Design,Computer Science,Physical Sciences
W4379184928,Audio Signal Classification and Analysis,Signal Processing,Computer Science,Physical Sciences
W4379184928,Generative Adversarial Networks in Image Processing,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4379209201,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4379209201,Risk Analysis and Management,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W4379209201,Automated Pavement Inspection and Maintenance,Civil and Structural Engineering,Engineering,Physical Sciences
W4379364212,Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences
W4379364212,Precision Agriculture Technologies,Plant Science,Agricultural and Biological Sciences,Life Sciences
W4379364212,Applications and Challenges of IoT,Information Systems,Computer Science,Physical Sciences
W4379519548,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4379519548,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4379519548,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4379799065,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4379799065,Automated Currency Recognition and Authentication,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4379876307,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4379876307,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4379876307,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4380360151,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4380360151,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4380360151,Optimal Operation of Water Resources Systems,Ocean Engineering,Engineering,Physical Sciences
W4380538220,Innovation in E-Learning and Knowledge Management,Computer Science Applications,Computer Science,Physical Sciences
W4380538220,Effectiveness of Intelligent Tutoring Systems,Artificial Intelligence,Computer Science,Physical Sciences
W4380538220,Educational Data Mining and Learning Analytics,Computer Science Applications,Computer Science,Physical Sciences
W4380562659,Electrical Tomography Techniques,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4380562659,Non-Destructive Techniques Based on Eddy Current Testing,Mechanical Engineering,Engineering,Physical Sciences
W4380562659,Ultrasonic Flow Measurement Techniques,Mechanics of Materials,Engineering,Physical Sciences
W4380591126,Precision Agriculture Technologies,Plant Science,Agricultural and Biological Sciences,Life Sciences
W4380611437,Underwater Acoustic Sensor Networks and Communication,Ocean Engineering,Engineering,Physical Sciences
W4380611437,Multiscale Seafloor Mapping and Classification Techniques,Oceanography,Earth and Planetary Sciences,Physical Sciences
W4380611437,Real-time Water Quality Monitoring and Aquaculture Management,Water Science and Technology,Environmental Science,Physical Sciences
W4380762893,Fuzzy Logic and Residuated Lattices,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4380762893,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4380762893,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4380887019,Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4380887019,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4380887019,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4381053565,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4381053565,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4381053565,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4381087276,Breast Cancer Screening Technology,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
W4381087276,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4381087276,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4381090279,Handwriting Recognition and Text Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381090279,Automated Reconstruction of Fragmented Objects,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381090279,Shape Matching and Object Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381093614,Digital Image Watermarking Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381093614,Chaos-based Image Encryption Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381093614,Digital Image Forgery Detection and Identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381163588,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4381163588,Non-contact Physiological Monitoring Technology,Biomedical Engineering,Engineering,Physical Sciences
W4381163588,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4381185442,Particle Filtering and Nonlinear Estimation Methods,Artificial Intelligence,Computer Science,Physical Sciences
W4381185442,Design and Management of Water Distribution Networks,Civil and Structural Engineering,Engineering,Physical Sciences
W4381185442,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4381332380,Breath Analysis Technology,Biomedical Engineering,Engineering,Physical Sciences
W4381332380,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381332380,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381512557,Autism Spectrum Disorders,Cognitive Neuroscience,Neuroscience,Life Sciences
W4381512557,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4381682084,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4381682084,Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4381682084,Ethical Implications of Artificial Intelligence,Safety Research,Social Sciences,Social Sciences
W4381737075,Statistical Mechanics of Complex Networks,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4381737075,Mobile Agent Technology in Network Management,Computer Networks and Communications,Computer Science,Physical Sciences
W4381737075,Optical Communication Networks and Energy Efficiency,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4381742002,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4381742002,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381742002,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4381805003,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4381805003,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4381856118,Optogenetics in Neuroscience and Biophysics Research,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences
W4381856118,Brain-Computer Interfaces in Neuroscience and Medicine,Cognitive Neuroscience,Neuroscience,Life Sciences
W4381856118,Neuronal Oscillations in Cortical Networks,Cognitive Neuroscience,Neuroscience,Life Sciences
W4381891105,Impact of Trauma Care Systems on Mortality,Emergency Medicine,Medicine,Health Sciences
W4381891105,Epidemiology and Impact of Traumatic Brain Injury,Epidemiology,Medicine,Health Sciences
W4381891105,Management and Pathophysiology of Traumatic Brain Injury,Neurology,Medicine,Health Sciences
W4382048741,Hyperspectral Image Analysis and Classification,Media Technology,Engineering,Physical Sciences
W4382048741,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4382048741,Multispectral and Hyperspectral Image Fusion,Media Technology,Engineering,Physical Sciences
W4382197431,Age-Related Macular Degeneration Research,Ophthalmology,Medicine,Health Sciences
W4382197431,Detection and Management of Retinal Diseases,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4382197431,Global Prevalence and Treatment of Glaucoma,Ophthalmology,Medicine,Health Sciences
W4382202712,Artificial Intelligence in Service Industry,Artificial Intelligence,Computer Science,Physical Sciences
W4382202712,Social Interaction with Robots,Social Psychology,Psychology,Social Sciences
W4382202712,Automated Detection of Hate Speech and Offensive Language,Artificial Intelligence,Computer Science,Physical Sciences
W4382319519,Automated Analysis of Blood Cell Images,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4382319519,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4382319519,Comminution in Mineral Processing,Mechanical Engineering,Engineering,Physical Sciences
W4382335225,Impact of Big Data Analytics on Business Performance,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4382335225,Blockchain and Internet of Things Integration,Information Systems,Computer Science,Physical Sciences
W4382335225,Time Series Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences
W4382371735,Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences
W4382371735,Automated Detection of Hate Speech and Offensive Language,Artificial Intelligence,Computer Science,Physical Sciences
W4382371735,Speech Enhancement Techniques,Signal Processing,Computer Science,Physical Sciences
W4382698960,Impact of Social Media on Consumer Behavior,Sociology and Political Science,Social Sciences,Social Sciences
W4382698960,The Impact of Digital Media on Public Discourse,Communication,Social Sciences,Social Sciences
W4382698960,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4382810982,Theory and Applications of Extreme Learning Machines,Artificial Intelligence,Computer Science,Physical Sciences
W4382810982,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4382811166,Design for Manufacture and Assembly in Manufacturing,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4382811166,Industry 4.0 and Digital Transformation in Manufacturing,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4382811166,Additive Manufacturing and 3D Printing Technologies,Automotive Engineering,Engineering,Physical Sciences
W4382895266,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4382895266,Trajectory Data Mining and Analysis,Signal Processing,Computer Science,Physical Sciences
W4382895266,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4383560003,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4383560003,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
