work_id,keyword
W4366411592,Single Image Restoration
W4366415332,Information Retrieval
W4366415332,Query Analysis
W4366415332,Web Search
W4366426214,Fuzzy Differential Equations
W4366426214,Generalized Differentiability
W4366426214,Homoscedasticity
W4366426214,Intuitionistic Fuzzy Sets
W4366426214,Random Fuzzy Variables
W4366426214,Robust Estimation
W4366687390,Deep Learning
W4366687390,Fabric Defect Detection
W4366687390,Surface Characterization
W4366687390,Surface Defect Detection
W4366816030,Fuzzy inference
W4366816030,Fuzzy inference system
W4366816030,Inference system
W4366816030,Risk Assessment
W4366975001,Fuzzy Rough Sets
W4366975001,Granularity
W4366975001,Multi-label Learning
W4366983521,Backpropagation
W4366983521,Fractional Calculus
W4366983521,Fractional Derivatives
W4366983521,Fractional Order Control
W4366983521,Function Approximation
W4367040485,Color Transfer
W4367040485,Color quantization
W4367040485,Image Fusion
W4367040485,Image Processing
W4367040485,Vector Quantization
W4367299072,Arrhythmia Detection
W4367299072,Cardiac Health Diagnosis
W4367299072,Heart Disease Prediction
W4367299072,Heartbeat Classification
W4367368475,Job Performance
W4367394292,Gamification
W4367394292,General Game Playing
W4367394292,Player Modeling
W4367394292,Real-Time Strategy Games
W4367394292,Table (database)
W4367394653,Fuzzy Goal Programming
W4367394653,Fuzzy Sets
W4367394653,Group Decision Making
W4367394653,Intuitionistic Fuzzy
W4367394653,Intuitionistic Fuzzy Sets
W4367609788,Backpropagation Learning
W4367609788,Deep Learning
W4367609788,Initialization
W4367609788,Model Compression
W4367609788,Neural Network Architectures
W4367609788,Pruning
W4367609788,Representation Learning
W4367623968,Bridge (graph theory)
W4367623968,Content Analysis
W4367623968,Topic Modeling
W4368368712,Battery Management Systems
W4368368712,Charging Infrastructure
W4368368712,Charging station
W4368368712,Energy Management
W4368368712,Load Control
W4368617646,Change Detection
W4368617646,Data Streams
W4368617646,Deep Learning
W4368617646,Deep belief network
W4368617646,Heuristics
W4368617646,High-Dimensional Data
W4368617646,Intrusion Detection
W4376616984,Feature (linguistics)
W4376616984,Feature Selection
W4376616984,Granular Computing
W4376616984,Granularity
W4376616984,Granulation
W4376616984,Information Granulation
W4376648259,Analytic Hierarchy Process
W4376648259,Operator (biology)
W4376648259,Qualitative analysis
W4376648259,Social network analysis
W4377098461,Differential evolution
W4377098461,Global Optimization
W4377098461,Optimal Motion Planning
W4377098461,Particle Swarm Optimization
W4377098461,Path Planning
W4377098461,Path length
W4377098461,Real-Time Planning
W4377145631,Adaptive Dynamic Programming
W4377145631,Intelligent Control
W4377145631,Optimal Control
W4377145631,Optimization
W4377290775,Diffractive Optical Neural Networks
W4377290775,Neural Network Training
W4377290775,Nonlinear Systems
W4377290775,Ode
W4377290775,Representation (politics)
W4378416796,Coreference
W4378416796,Language Modeling
W4378416796,Natural Language Processing
W4378416796,Natural language understanding
W4378416796,Word Representation
W4378807643,Air Quality Monitoring
W4378807643,Environmental Monitoring
W4378807643,Feature (linguistics)
W4378807643,Forecasting
W4378807643,Representation (politics)
W4379137572,Mineral Liberation Analysis
W4379137572,Numerical Modelling
W4379137572,Ore Sorting
W4379184928,Generative model
W4379184928,Image Inpainting
W4379184928,Image Synthesis
W4379184928,Rendering
W4379184928,Representation (politics)
W4379184928,Representation Learning
W4379209201,Cumulative prospect theory
W4379209201,Dynamic Safety Analysis
W4379209201,Fault Tree Analysis
W4379364212,Deep Learning
W4379364212,Internet of Things
W4379364212,Internet of Things (IoT)
W4379364212,IoT Security
W4379519548,Basis (linear algebra)
W4379519548,Categorical variable
W4379519548,Cost-Sensitive Learning
W4379519548,Decision Analysis
W4379519548,GIS-based Decision Analysis
W4379519548,Imbalanced Data
W4379799065,Deep Learning
W4379799065,Discriminative model
W4379799065,Feature Extraction
W4379799065,Pattern Recognition
W4379876307,Benchmark (surveying)
W4379876307,Feature Selection
W4379876307,Firefly Algorithm
W4379876307,Multi-Objective Optimization
W4379876307,Nature-Inspired Algorithms
W4379876307,Particle Swarm Optimization
W4380360151,Economic shortage
W4380360151,Robust Decision Making
W4380360151,Scarcity
W4380360151,Water Demand
W4380538220,Bridge (graph theory)
W4380538220,E-Learning
W4380538220,Educational Technology
W4380538220,Grading (engineering)
W4380538220,Intelligent Tutoring Systems
W4380538220,Isolation (microbiology)
W4380538220,Online Learning
W4380538220,Personalized learning
W4380538220,Remote Learning
W4380562659,Bioimpedance Analysis
W4380562659,Conductivity Imaging
W4380562659,Electrical Impedance Tomography
W4380562659,Image Reconstruction Algorithms
W4380562659,Magnetic Induction Tomography
W4380562659,Reconstruction algorithm
W4380591126,Crop Yield Prediction
W4380591126,Hyperparameter
W4380591126,Plant Disease Detection
W4380591126,Plant disease
W4380591126,Smart Farming
W4380611437,IoT
W4380611437,Underwater Acoustic Sensor Networks
W4380611437,Underwater Acoustics
W4380611437,Underwater acoustic communication
W4380611437,Water Quality Monitoring
W4380611437,Wireless Monitoring
W4380762893,Fuzzy Logic
W4380762893,Granular Computing
W4380762893,Graph reduction
W4380762893,Information Granulation
W4380762893,Mathematical Fuzzy Logic
W4380887019,Affective Computing
W4380887019,Aspect-based Sentiment Analysis
W4380887019,Emotion Recognition
W4380887019,Emotion detection
W4380887019,Speech Emotion
W4380887019,Textual Data
W4381053565,Engineering optimization
W4381053565,Multi-Objective Optimization
W4381053565,Open research
W4381053565,Optimization Applications
W4381087276,Breast Cancer Diagnosis
W4381087276,Breast cancer screening
W4381087276,Breast imaging
W4381087276,Breast ultrasound
W4381087276,Cancer Imaging
W4381087276,Leverage (statistics)
W4381087276,Medical Image Analysis
W4381087276,Screening Ultrasound
W4381090279,Feature (linguistics)
W4381090279,Handwriting Recognition
W4381090279,Identification (biology)
W4381090279,Scene Text Recognition
W4381090279,Text Detection
W4381090279,Text Localization
W4381093614,Color Image Encryption
W4381093614,Data Hiding
W4381093614,Image Authentication
W4381093614,Image Encryption
W4381093614,Information Embedding
W4381093614,Robustness (evolution)
W4381093614,Scrambling
W4381163588,Pneumonia Detection
W4381163588,Vital signs
W4381185442,Belief Functions
W4381185442,Belief structure
W4381185442,Degeneracy (biology)
W4381185442,Information fusion
W4381185442,Kullback–Leibler divergence
W4381185442,Sensor Fusion
W4381332380,Benchmark (surveying)
W4381332380,Modalities
W4381332380,Modality (human–computer interaction)
W4381332380,Multiple Object Tracking
W4381332380,Scope (computer science)
W4381332380,Visual Tracking
W4381512557,Artificial Intelligences
W4381512557,Identification (biology)
W4381512557,Image-Based Diagnosis
W4381512557,Triage
W4381682084,Interpretable Models
W4381682084,Machine Learning Interpretability
W4381682084,Model Interpretability
W4381682084,Responsibility in AI
W4381682084,Trustworthiness
W4381682084,Visual Explanations
W4381737075,Influence Maximization
W4381737075,Network Analysis
W4381737075,Random Graphs
W4381737075,Spectrum Allocation
W4381742002,Ant Colony Optimization
W4381742002,Global Optimization
W4381742002,Nature-Inspired Algorithms
W4381742002,Optimization Applications
W4381742002,Particle Swarm Optimization
W4381742002,Peak signal-to-noise ratio
W4381742002,Premature convergence
W4381742002,Robustness (evolution)
W4381805003,Adversarial Examples
W4381805003,Adversarial machine learning
W4381805003,Benchmark (surveying)
W4381805003,Defenses
W4381805003,Evasion (ethics)
W4381805003,Outlier Detection
W4381805003,Robustness (evolution)
W4381856118,Brain-Computer Interfaces
W4381856118,Computational neuroscience
W4381856118,Information theory
W4381856118,Neural coding
W4381856118,Neural decoding
W4381856118,Working Memory
W4381891105,Injury Severity
W4382048741,Feature (linguistics)
W4382048741,Feature Extraction
W4382048741,Fuse (electrical)
W4382048741,Image Fusion
W4382048741,Multispectral
W4382048741,Single Image Restoration
W4382197431,Contextual image classification
W4382197431,Diabetic Retinopathy
W4382197431,Discriminator
W4382197431,Fundus (uterus)
W4382197431,Hyperparameter
W4382197431,Retinal Disease
W4382197431,Softmax function
W4382202712,Human Perception of Robots
W4382202712,Human-Robot Interaction
W4382202712,Trustworthiness
W4382319519,Deep Learning
W4382319519,Feature engineering
W4382319519,Implementation
W4382319519,Supervised Learning
W4382335225,Business Intelligence
W4382371735,Acoustic Modeling
W4382371735,Audio-Visual Speech Recognition
W4382371735,Automatic Speech Recognition
W4382371735,Replay attack
W4382371735,Speaker Verification
W4382371735,Speech Enhancement
W4382371735,Spoofing attack
W4382698960,Identification (biology)
W4382698960,Influencer Marketing
W4382698960,Social network (sociolinguistics)
W4382698960,Social network analysis
W4382810982,Conditional probability distribution
W4382810982,Domain Adaptation
W4382810982,Feature (linguistics)
W4382810982,Feature vector
W4382810982,Meta-Learning
W4382810982,Representation Learning
W4382810982,Semi-Supervised Learning
W4382810982,Transfer Learning
W4382810982,Transfer of learning
W4382811166,CAD/CAM Integration
W4382811166,Cloud manufacturing
W4382811166,Design for Manufacture
W4382811166,Machining
W4382811166,Manufacturing
W4382895266,Decision Analysis
W4382895266,Group Decision Making
W4382895266,MCDM Methods
W4382895266,TOPSIS
W4382895266,Three-Way Decisions
W4383560003,Discriminative model
W4383560003,Image Recognition
W4383560003,MNIST database
W4383560003,Object Detection
W4383560003,Object Recognition
W4383560003,Representation Learning
W4383560003,Resampling
W4383560003,Transfer Learning
W4383620526,BI-RADS
W4383620526,Breast MRI
W4383620526,Breast imaging
W4383620526,Breast ultrasound
W4383620526,Cancer Imaging
W4383620526,Medical Image Analysis
W4383620526,Medical Imaging
W4383620526,Perfusion Imaging
W4383721094,Benchmark (surveying)
W4383721094,Constraint Handling
W4383721094,Derivative-free optimization
W4383721094,Engineering optimization
W4383721094,Global Optimization
W4383721094,Imperialist competitive algorithm
W4383721094,Local optimum
W4383721094,Multi-Objective Optimization
W4383721094,Nature-Inspired Algorithms
W4383721094,Optimization Applications
W4383721094,Optimization algorithm
W4383721094,Parallel metaheuristic
W4383913283,Crime
W4383913283,Linkage (software)
W4383913283,Profiling (computer programming)
W4383955446,Dimensionality Reduction
W4383955446,Discriminative model
W4383955446,Emotion Recognition
W4383955446,Expression (computer science)
W4383955446,Facial Expression
W4383955446,Feature (linguistics)
W4383955446,Feature Extraction
W4383955446,Feature Selection
W4383955446,Feature learning
W4383955446,Representation (politics)
W4384067368,Coefficient matrix
W4384067368,Discriminative model
W4384067368,Domain Adaptation
W4384067368,Rank (graph theory)
W4384067368,Regression
W4384067368,Semi-Supervised Learning
W4384067368,Transfer Learning
W4384067368,Unsupervised Learning
W4384069115,Crowdsourcing
W4384197612,Decision Analysis
W4384197612,Feature (linguistics)
W4384197612,Feature Selection
W4384197612,High Utility Itemsets
W4384197612,Interpretability
W4384197612,Robust Learning
W4384197612,Temporal Data Mining
W4384405814,Dimensionality Reduction
W4384405814,Face Recognition
W4384405814,Face Spoof Detection
W4384405814,Facial Landmark Detection
W4384405814,Feature (linguistics)
W4384405814,Feature Learning
W4384405814,Globe
W4384405814,Sample (material)
W4384817948,Heuristics
W4384817948,Nature-Inspired Algorithms
W4384817948,Swarm intelligence
W4384822078,Benchmark (surveying)
W4384822078,Constraint Handling
W4384822078,Local optimum
W4384822078,Particle Swarm Optimization
W4384822078,Swarm intelligence
W4384823618,Electricity Price Forecasting
W4384823618,Load Forecasting
W4384823618,Normalization (sociology)
W4384823618,Predictive analytics
W4384823618,Predictive power
W4384823618,Short-Term Forecasting
W4384823618,Wind Farm Optimization
W4384823618,Wind Power Generation
W4384823618,Wind power forecasting
W4384823934,Deep Learning
W4384823934,Differential Privacy
W4384934896,Benchmark (surveying)
W4384934896,Image Analysis
W4384934896,Imbalanced Data
W4384934896,Scrutiny
W4385156725,Covert
W4385156725,Differential Privacy
W4385156725,Federated Learning
W4385156725,Leakage (economics)
W4385156725,Location Privacy
W4385156725,Secure Computation
W4385224798,Bullying
W4385224798,Cyberbullying
W4385224798,Detection
W4385224798,Identification (biology)
W4385224798,Web of science
W4385349476,Affective Computing
W4385349476,Aspect-based Sentiment Analysis
W4385349476,Emotion Recognition
W4385349476,Multimodal Data
W4385349476,Multimodal learning
W4385349476,Popularity
W4385349476,Sentiment Analysis
W4385364879,BitTorrent tracker
W4385364879,Drone Applications
W4385364879,Multiple Object Tracking
W4385364879,Object Tracking
W4385364879,Real-time Tracking
W4385364879,Robustness (evolution)
W4385364879,Visual Tracking
W4385566558,Deep Learning
W4385566558,Feature (linguistics)
W4385566558,Model Compression
W4385566558,Pruning
W4385566558,Rank (graph theory)
W4385566558,Residual neural network
W4385582962,IoT
W4385606791,Clinical Decision Support
W4385606791,Clinical Event Prediction
W4385606791,Deep Learning
W4385606791,Implementation
W4385606791,Temporal Data Analysis
W4385614039,Federated Learning
W4385635252,Dynamic Voltage Restorers
W4385700994,Electricity Price Forecasting
W4385700994,Load Forecasting
W4385700994,Oil Price Shocks
W4385728692,Automated Machine Learning
W4385728692,Hyperparameter
W4385728692,Machine Learning Algorithms
W4385728692,Meta-Learning
W4385728692,Multi-label Learning
W4385728692,Semi-Supervised Learning
W4385737858,Dynamical Systems
W4385737858,Robustness (evolution)
W4385737858,Stability conditions
W4385768685,Conceptual Blending
W4385768685,Emotion Recognition
W4385768685,Identification (biology)
W4385768685,Metaphors
W4385768685,Neural Machine Translation
W4385768685,Sentiment analysis
W4385768685,Spatial Metaphors
W4385768685,Strengths and weaknesses
W4385876747,Air Quality Monitoring
W4385876747,Predictive modelling
W4386028223,Discriminative model
W4386028223,Graph Convolutional Networks
W4386028223,Graph Neural Networks
W4386028223,Neural Network Architectures
W4386028223,Signal Processing on Graphs
W4386028223,Transfer Learning
W4386099197,Action Recognition
W4386136748,Ball (mathematics)
W4386136748,Geometric design
W4386136748,Multi-material Optimization
W4386136748,Shape Optimization
W4386251630,Multi-document summarization
W4386251630,Readability Assessment
W4386286693,Code Clone Detection
W4386286693,Feature (linguistics)
W4386286693,Feature learning
W4386286693,Sequence-to-Sequence Learning
W4386286693,Software Defect Prediction
W4386286693,Software Process Improvement
W4386287756,Decision Analysis
W4386287756,GIS-based Decision Analysis
W4386287756,Group Decision Making
W4386287756,Mahalanobis distance
W4386287756,Three-Way Decisions
W4386391043,Ant Colony Optimization
W4386391043,Benchmark (surveying)
W4386391043,Code (set theory)
W4386391043,Optimization Applications
W4386391908,Feature (linguistics)
W4386391908,Feature Selection
W4386391908,Language Modeling
W4386391908,MovieLens
W4386391908,Semantic Similarity
W4386391908,Similarity (geometry)
W4386391908,Synonym (taxonomy)
W4386391908,Topic Modeling
W4386391908,Word Representation
W4386416915,Big Data Analytics
W4386416915,Soft computing
W4386422408,Cost-Sensitive Learning
W4386422408,Ensemble Learning
W4386422408,Imbalanced Data
W4386422408,Supervised Learning
W4386510526,Feature (linguistics)
W4386510526,Feature Selection
W4386510526,Fuzzy Logic Systems
W4386510526,Fuzzy Rough Sets
W4386510526,Fuzzy Rule-Based Systems
W4386510526,Neuro-Fuzzy Methods
W4386517577,Artificial Synapse
W4386517577,Artificial neuron
W4386517577,Connectionism
W4386517577,Multilayer perceptron
W4386517577,Perceptron
W4386517577,Spiking Neurons
W4386519770,Brain-inspired Computing
W4386519770,Deep belief network
W4386519770,Neural Stimulation
W4386519770,Neural decoding
W4386519770,Neuromorphic Computing
W4386519770,Perceptron
W4386519770,Spike sorting
W4386519770,Spiking Neurons
W4386526498,Deep Learning
W4386526498,Number Plate Detection
W4386526498,Plant Disease Detection
W4386572626,Groundwater Level Forecasting
W4386572626,Groundwater Quality Assessment
W4386572626,Water Quality Index
W4386572626,Water Quality Monitoring
W4386636345,Elemental Analysis
W4386636345,Laser-induced breakdown spectroscopy
W4386636345,Material Analysis
W4386636345,Spectroscopy
W4386689048,Closeness
W4386689048,Fuzzy Goal Programming
W4386689048,Group Decision Making
W4386689048,Intuitionistic Fuzzy
W4386689048,Intuitionistic Fuzzy Sets
W4386689048,MCDM Methods
W4386689048,Projection method
W4386689048,Robustness (evolution)
W4386689048,VIKOR method
W4386724211,Diabetic Retinopathy
W4386724211,Retinal Disease
W4386776484,Information Retrieval
W4386776484,Language Modeling
W4386776484,Machine Translation
W4386776484,Multilingual Neural Machine Translation
W4386776484,Neural Machine Translation
W4386776484,Vietnamese
W4386804684,First-order reliability method
W4386804684,Reliability Analysis
W4386804684,Structural Reliability
W4386847093,Devanagari
W4386847093,Gesture Recognition
W4386847093,Handwriting
W4386847093,Handwriting Recognition
W4386847093,Optical character recognition
W4386847093,Tamil
W4386862683,Hydrological Modeling
W4386862683,Model Evaluation
W4386862683,Rainfall-Runoff Modeling
W4386862683,Water Quality Monitoring
W4386962827,Distributed Systems
W4386962827,Mobile Agents
W4386962827,Multi-Agent Systems
W4386962827,Openness to experience
W4386980375,Aspect-based Sentiment Analysis
W4386980375,Depression Detection
W4386980375,Disgust
W4386980375,Emotion Recognition
W4386980375,Emotion detection
W4386980375,Emotional Disclosure
W4386980375,Personality psychology
W4386980375,Psychological Language Analysis
W4386980375,Sadness
W4386980375,Sentiment analysis
W4386980375,Surprise
W4386991635,Human Mobility
W4386991635,Popularity
W4386991635,Trajectory Data Mining
W4386991635,Travel Behavior
W4387020096,EDAS
W4387020096,Fuzzy Logic
W4387020096,GIS-based Decision Analysis
W4387020096,Intuitionistic Fuzzy
W4387020096,Intuitionistic Fuzzy Sets
W4387020096,Multi-criteria Decision Making
W4387020117,Conditional probability
W4387020117,Decision Analysis
W4387020117,Decision rule
W4387020117,Decision theory
W4387020117,Environmental Decision Making
W4387020117,Group Decision Making
W4387020117,Probabilistic Rough Sets
W4387020117,Three-Way Decisions
W4387104424,Convex Optimization
W4387104424,Multi-Objective Optimization
W4387104424,Nature-Inspired Algorithms
W4387104424,Portfolio Optimization
W4387104424,Robust Optimization
W4387140882,Distance measures
W4387140882,Fuzzy Goal Programming
W4387140882,Fuzzy Sets
W4387140882,Interval-Valued Fuzzy Sets
W4387140882,Intuitionistic Fuzzy
W4387140882,Intuitionistic Fuzzy Sets
W4387306238,Benchmark (surveying)
W4387306238,Choquet integral
W4387306238,Engineering optimization
W4387306238,Global Optimization
W4387306238,Multi-Objective Optimization
W4387306238,Optimization Applications
W4387306238,Robust optimization
W4387335216,Diabetic Retinopathy
W4387335216,Fundus (uterus)
W4387335216,Retinal Disease
W4387338457,Computer Vision
W4387338457,Image Recognition
W4387338457,Machine vision
W4387338457,Neural Network Architectures
W4387338457,Neuromorphic Computing
W4387342382,Affective Computing
W4387342382,Aspect-based Sentiment Analysis
W4387342382,Emotion Recognition
W4387342382,Expressive Suppression
W4387342382,Sentiment Analysis
W4387371722,Akaike information criterion
W4387371722,Bayesian information criterion
W4387371722,Generality
W4387371722,Linear Profiles
W4387371722,Regression Analysis
W4387371722,Robust Estimation
W4387372193,Breast Cancer Diagnosis
W4387372193,Cancer Imaging
W4387372193,Computer-Aided Detection
W4387372193,Cytology Screening
W4387372193,Identification (biology)
W4387372193,Whole Slide Imaging
W4387405999,Adaptive Dynamic Programming
W4387405999,Optimal Control
W4387405999,Position (finance)
W4387405999,Reinforcement Learning
W4387405999,Robot manipulator
W4387536504,Energy-Efficient Protocols
W4387536504,IoT Security
W4387536504,Machine Learning for Networking
W4387536504,Routing Techniques
W4387536504,Security in SDN
W4387653442,Crowdsourcing
W4387653442,Mobile Sensing
W4387653442,Participatory Sensing
W4387653442,Social Sensing
W4387653442,User Modeling
W4387673491,Feature (linguistics)
W4387673491,Feature Descriptors
W4387673491,Feature Selection
W4387673491,Multi-label Learning
W4387673491,Relevance (law)
W4387673491,Semantic Relevance
W4387735499,Anomaly Detection
W4387735499,Popularity
W4387743441,Plant Disease Detection
W4387743441,Precision agriculture
W4387743441,Smart Farming
W4387844912,Backpropagation
W4387844912,Benchmark (surveying)
W4387844912,Predictive modelling
W4387844912,Robust Learning
W4387844912,Search-based software engineering
W4387844912,Software Defect Prediction
W4387844912,Software Maintenance
W4387844912,Software Reliability Modeling
W4387844912,Testing-Effort Dependent Models
W4387938956,Audio Event Detection
W4387938956,Audio-Visual Speech Recognition
W4387938956,End-to-End Speech Recognition
W4387938956,Monaural
W4387938956,Speaker Diarization
W4387938956,Speech Enhancement
W4387971125,Crop Yield Prediction
W4387971835,Clustering coefficient
W4387971835,Density-based Clustering
W4387971835,Document Clustering
W4387971835,ENCODE
W4387971835,Object-Based Analysis
W4387971835,Semi-supervised Clustering
W4387971835,Spectral clustering
W4387971835,Stream Data Clustering
W4387972140,Conflict analysis
W4387972140,Conflict theories
W4387972140,Group Decision Making
W4388085316,Collaborative Filtering
W4388085316,Context-Aware Recommender Systems
W4388085316,Feature (linguistics)
W4388085316,Feature Selection
W4388085316,Matrix (chemical analysis)
W4388085316,Matrix Factorization
W4388085316,MovieLens
W4388085316,Non-negative matrix factorization
W4388085316,Trust-Aware Recommender Systems
W4388185627,CMA-ES
W4388185627,Code (set theory)
W4388185627,Particle Swarm Optimization
W4388377845,Decision Analysis
W4388377845,Group Decision Making
W4388377845,Intuitionistic Fuzzy
W4388377845,Intuitionistic Fuzzy Sets
W4388377845,Three-Way Decisions
W4388377850,Conflict analysis
W4388377850,Conflict resolution research
W4388377850,Conflict theories
W4388377850,Decision Analysis
W4388377850,Group Decision Making
W4388377850,Social conflict
W4388377850,Three-Way Decisions
W4390343183,Air combat
W4390343183,Battlefield
W4390343183,Maneuvering Targets
W4390502602,Deep Learning
W4390502602,Reinforcement Learning
W4390502602,Scientific discovery
W4390502602,Semantic Genetic Programming
W4390502602,Symbolic Regression
W4390521498,Guideline
W4390521498,Identification (biology)
W4390521498,Respiratory
W4390538319,Distributed Systems
W4390538319,Edge Computing
W4390538319,Fog Computing
W4390538319,Grid Computing
W4390538319,Task Scheduling
W4390588308,Compendium
W4390588308,Excavator
W4390588308,Fragmentation (computing)
W4390588308,Mineral Liberation Analysis
W4390607542,Cancer Imaging
W4390607542,Deep Learning
W4390607542,Medical Imaging
W4390612591,Dominance (genetics)
W4390612591,Granular Computing
W4390612591,High Utility Itemsets
W4390612591,Information Granulation
W4390612591,Reduct
W4390619754,Blockchain
W4390619754,Rate of return
W4390638660,Acoustic Scene Classification
W4390638660,Audio Event Detection
W4390638660,Audio Signal Classification
W4390638660,Environmental Sound Recognition
W4390638963,Protein Sequences
W4390638963,Proteins
W4390650730,Deep Learning
W4390650730,Heuristics
W4390650730,Image Denoising
W4390650730,Image Processing
W4390650730,Image Recognition
W4390650730,Interpretability
W4390650730,Object Detection
W4390650730,Robustness (evolution)
W4390664173,Assistive Technology
W4390664173,Emerging technologies
W4390698144,Fuzzy Logic
W4390698144,Fuzzy Sets
W4390698144,Group Decision Making
W4390698144,Harassment
W4390698144,Intuitionistic Fuzzy Sets
W4390698144,Soft Set Theory
W4390698144,Soft computing
W4390700611,Orthopaedics
W4390755696,Data redundancy
W4390755696,Feature (linguistics)
W4390755696,Feature Selection
W4390755696,High Utility Itemsets
W4390755696,Information Granulation
W4390974023,Anomaly Detection
W4390974023,Benchmark (surveying)
W4390974023,Distortion (music)
W4390974023,Feature (linguistics)
W4390974023,Identification (biology)
W4390974023,Motion Detection
W4390974023,Multiple Object Tracking
W4390974023,Object Tracking
W4390974023,Outlier Detection
W4391052842,Aspect-based Sentiment Analysis
W4391052842,Sentiment Analysis
W4391218191,Deep neural networks
W4391218191,Topic Modeling
W4391317914,Breast Cancer Screening
W4391317914,Clinical Decision Support
W4391317914,Gynecologic oncology
W4391321561,Discriminator
W4391321561,Generative Adversarial Networks
W4391321561,Image Synthesis
W4391321561,Image translation
W4391321561,Medical Imaging
W4391321561,Representation Learning
W4391321561,Synthetic data
W4391343475,Deep Learning
W4391343475,Heuristics
W4391343475,Super-Resolution
W4391345988,Fault-tolerant Quantum Computation
W4391345988,Quantum Computation
W4391345988,Quantum Information
W4391345988,Quantum Machine Learning
W4391345988,Quantum Simulation
W4391360895,Species Recognition
W4391392562,Spider Phylogenomics
W4391420283,Phonetics
W4391427613,Action Recognition
W4391427613,Human Activity Analysis
W4391427613,Motion Detection
W4391427613,Multiple Object Tracking
W4391427613,Supervised learning
W4391427613,Visual Tracking
W4391485390,Kernel (algebra)
W4391485390,Regression
W4391509716,Temporal Data Mining
W4391509766,Aging
W4391509766,Alzheimer's Disease
W4391509766,Medical Diagnosis
W4391509766,Neuroimaging
W4391509766,Snapshot (computer storage)
W4391511770,ENCODE
W4391511770,Temporal Data Analysis
W4391514619,Solid Oxide Fuel Cells
W4391514718,Feature Extraction
W4391514718,Image Segmentation
W4391514718,Object Detection
W4391514718,Semantic Segmentation
W4391514872,Autoencoder
W4391514872,Pattern Discovery
W4391538100,Aspect-based Sentiment Analysis
W4391538100,Emotion Recognition
W4391538100,Multi-label Learning
W4391538100,Sentiment Analysis
W4391538100,Text Mining
W4391540015,Building Energy Consumption
W4391540015,Consumption (sociology)
W4391540015,Electricity Price Forecasting
W4391540015,Energy Efficiency
W4391540015,Load Forecasting
W4391540015,Short-Term Forecasting
W4391541001,Metaverse
W4391541001,Virtual Reality
W4391541206,Generality
W4391541206,Meta-Learning
W4391541206,Robust Learning
W4391541206,Semi-Supervised Learning
W4391541206,Unsupervised Learning
W4391576353,Boosting (machine learning)
W4391576353,Fuzzy Sets
W4391576353,Group Decision Making
W4391576353,Intuitionistic Fuzzy
W4391576353,Intuitionistic Fuzzy Sets
W4391576353,Strengths and weaknesses
W4391576353,Three-Way Decisions
W4391611133,Automated Testing
W4391611133,Bug Localization
W4391611133,Fault Detection and Correction
W4391611133,Program Repair
W4391611133,Sequence (biology)
W4391611133,Software Defect Prediction
W4391645416,Graph Convolutional Networks
W4391645416,Graph Neural Networks
W4391645416,Knowledge Graph Embedding
W4391645416,Network Embedding
W4391645416,Signal Processing on Graphs
W4391654576,Multi-Agent Systems
W4391654576,Path Planning
W4391654576,Reinforcement Learning
W4391654576,Robot Navigation
W4391679033,Group Decision Making
W4391679033,Interval-Valued Functions
W4391679033,Intuitionistic Fuzzy
W4391679033,Intuitionistic Fuzzy Sets
W4391679033,Operator (biology)
W4391679033,Random Fuzzy Variables
W4391693774,Firm Survival
W4391693774,IBM
W4391693774,New business development
W4391693774,Prosperity
W4391738567,Load Forecasting
W4391738567,Optimization
W4391738567,Production Forecasting
W4391738567,Short-Term Forecasting
W4391738567,Wind Power Forecasting
W4391749941,Cancer Imaging
W4391749941,Deep Learning
W4391749941,Medical Image Analysis
W4391749941,Nodule (geology)
W4391749941,Texture Analysis
W4391749941,Thyroid Nodules
W4391750002,Decision Analysis
W4391750002,GIS-based Decision Analysis
W4391750002,Imbalanced Data
W4391750982,Ant Colony Optimization
W4391750982,Nature-Inspired Algorithms
W4391750982,Optimization algorithm
W4391750982,Parallel metaheuristic
W4391750982,Particle Swarm Optimization
W4391774550,Affective Computing
W4391774550,Deep Learning for EEG
W4391774550,Emotion Recognition
W4391774550,Physiological Signals
W4391774550,Speech Emotion
W4391782448,Drug Target Identification
W4391782448,Gene Set Enrichment Analysis
W4391782448,Network Pharmacology
W4391782448,Polypharmacology
W4391799681,Feature Selection
W4391799681,Multi-Objective Optimization
W4391799681,Nature-Inspired Algorithms
W4391815309,Cancer Imaging
W4391815309,Computer-Aided Detection
W4391815309,Deep Learning
W4391815608,Agricultural machinery
W4391815608,Machine vision
W4391815608,Smart Farming
W4391816773,Bot Detection
W4391816773,Botnet Detection
W4391816773,Disinformation
W4391816773,Leverage (statistics)
W4391816773,Rumor Detection
W4391816773,Spam Detection
W4391836500,Audio-Visual Speech Recognition
W4391836500,Automatic Speech Recognition
W4391836500,End-to-End Speech Recognition
W4391836500,Speaker Diarization
W4391836500,Speaker Verification
W4391839537,API Usage Patterns
W4391839537,Log Analysis
W4391839537,Requirements Engineering
W4391839537,Requirements Traceability
W4391843091,Constraint Handling
W4391843091,Nature-Inspired Algorithms
W4391843091,Particle Swarm Optimization
W4391843683,Smart Homes
W4391876257,Assembly Line Balancing
W4391876257,Blocking (statistics)
W4391876257,Dynamic Scheduling
W4391876257,Energy-efficient
W4391876257,Robotic Assembly Lines
W4391876257,Scheduling
W4391881477,Adaptive Evolution
W4391881477,Morphing
